redis_1          | 1:M 17 Oct 2025 08:58:18.019 * 1 changes in 3600 seconds. Saving...
celery-worker_1  | [2025-10-15 08:00:00,052: INFO/MainProcess] Task planning.tasks.send_deadline_notification[41d7ade5-9f60-4edf-a05b-1fd056948828] received
celery-worker_1  | [2025-10-15 08:00:00,079: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[49431710-c758-4f65-a7f0-f260012cc2bc] received
celery-worker_1  | [2025-10-15 08:00:00,119: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 08:00:00,123: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[41d7ade5-9f60-4edf-a05b-1fd056948828] succeeded in 0.06662133382633328s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 08:00:00,141: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 08:00:00,144: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[49431710-c758-4f65-a7f0-f260012cc2bc] succeeded in 0.06324337515980005s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 08:15:00,012: INFO/MainProcess] Task planning.tasks.send_deadline_notification[fe8b1686-2555-40b4-8180-2901cdc66919] received
celery-worker_1  | [2025-10-15 08:15:00,036: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 08:15:00,038: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[fe8b1686-2555-40b4-8180-2901cdc66919] succeeded in 0.024616632144898176s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 08:30:00,031: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[668034f7-ed24-438d-bfa3-d3bb7d45a572] received
celery-worker_1  | [2025-10-15 08:30:00,060: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 08:30:00,061: INFO/MainProcess] Task planning.tasks.send_deadline_notification[ab66f7e6-670b-4483-bdf8-147428f7b0db] received
celery-worker_1  | [2025-10-15 08:30:00,072: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[668034f7-ed24-438d-bfa3-d3bb7d45a572] succeeded in 0.03920362703502178s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 08:30:00,097: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 08:30:00,100: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[ab66f7e6-670b-4483-bdf8-147428f7b0db] succeeded in 0.036316302604973316s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 08:45:00,028: INFO/MainProcess] Task planning.tasks.send_deadline_notification[9f9de8f4-637a-43a7-a43d-45896682a42b] received
celery-worker_1  | [2025-10-15 08:45:00,060: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 08:45:00,071: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[9f9de8f4-637a-43a7-a43d-45896682a42b] succeeded in 0.0370599408634007s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 09:00:00,014: INFO/MainProcess] Task planning.tasks.send_deadline_notification[addd8292-f23d-4675-9675-7db1d3e601cf] received
celery-worker_1  | [2025-10-15 09:00:00,043: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[edba8e80-f73c-42a5-b2bb-71de2cd8ffdb] received
celery-worker_1  | [2025-10-15 09:00:00,052: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 09:00:00,057: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[addd8292-f23d-4675-9675-7db1d3e601cf] succeeded in 0.040642448235303164s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 09:00:00,081: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 09:00:00,083: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[edba8e80-f73c-42a5-b2bb-71de2cd8ffdb] succeeded in 0.039165507070720196s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 09:15:00,033: INFO/MainProcess] Task planning.tasks.send_deadline_notification[2c5d22e7-3093-4b35-968c-36bf26e9e0c3] received
celery-worker_1  | [2025-10-15 09:15:00,061: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 09:15:00,064: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[2c5d22e7-3093-4b35-968c-36bf26e9e0c3] succeeded in 0.029369159135967493s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 09:30:00,033: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[e407a136-48f0-497d-92ac-61a868667bca] received
celery-worker_1  | [2025-10-15 09:30:00,055: INFO/MainProcess] Task planning.tasks.send_deadline_notification[4515da2c-c091-4dc3-9cd1-dddbfb9632cd] received
celery-worker_1  | [2025-10-15 09:30:00,076: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 09:30:00,078: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[e407a136-48f0-497d-92ac-61a868667bca] succeeded in 0.04240434058010578s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 09:30:00,095: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 09:30:00,097: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[4515da2c-c091-4dc3-9cd1-dddbfb9632cd] succeeded in 0.040585646871477365s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 09:45:00,015: INFO/MainProcess] Task planning.tasks.send_deadline_notification[a9a251fd-c0e0-4c4d-a956-ae8320791870] received
celery-worker_1  | [2025-10-15 09:45:00,057: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 09:45:00,060: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[a9a251fd-c0e0-4c4d-a956-ae8320791870] succeeded in 0.04283745912835002s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 10:00:00,030: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[cbcb3bb7-bb84-4d62-a273-8a4449809406] received
celery-worker_1  | [2025-10-15 10:00:00,056: INFO/MainProcess] Task planning.tasks.send_deadline_notification[d272b1d5-4767-4f2b-88e6-8ee9fd61464c] received
celery-worker_1  | [2025-10-15 10:00:00,072: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 10:00:00,074: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[cbcb3bb7-bb84-4d62-a273-8a4449809406] succeeded in 0.04283423302695155s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 10:00:00,095: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 10:00:00,097: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[d272b1d5-4767-4f2b-88e6-8ee9fd61464c] succeeded in 0.04010467417538166s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 10:15:00,016: INFO/MainProcess] Task planning.tasks.send_deadline_notification[f346fa86-d06f-4b48-bb10-b79171ea046f] received
celery-worker_1  | [2025-10-15 10:15:00,041: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 10:15:00,044: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[f346fa86-d06f-4b48-bb10-b79171ea046f] succeeded in 0.025457792915403843s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 10:30:00,023: INFO/MainProcess] Task planning.tasks.send_deadline_notification[99e283e8-4082-4ce5-b21f-a543963cfa5e] received
celery-worker_1  | [2025-10-15 10:30:00,070: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[ea576c9d-85c4-4c1a-9087-2a49c6dbc7d8] received
celery-worker_1  | [2025-10-15 10:30:00,085: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 10:30:00,087: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[99e283e8-4082-4ce5-b21f-a543963cfa5e] succeeded in 0.06268329685553908s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 10:30:00,110: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 10:30:00,112: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[ea576c9d-85c4-4c1a-9087-2a49c6dbc7d8] succeeded in 0.04006791766732931s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 10:45:00,032: INFO/MainProcess] Task planning.tasks.send_deadline_notification[c597e6bd-bb40-4f84-b82b-9733c1ca721c] received
celery-worker_1  | [2025-10-15 10:45:00,060: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 10:45:00,064: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[c597e6bd-bb40-4f84-b82b-9733c1ca721c] succeeded in 0.02916075475513935s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 11:00:00,032: INFO/MainProcess] Task planning.tasks.send_deadline_notification[31cd1a68-df53-4658-a36a-a6fb1cb367d3] received
celery-worker_1  | [2025-10-15 11:00:00,068: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[3e22a983-f587-4d1f-8924-1fb46d990ecd] received
celery-worker_1  | [2025-10-15 11:00:00,079: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 11:00:00,084: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[31cd1a68-df53-4658-a36a-a6fb1cb367d3] succeeded in 0.04848742112517357s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 11:00:00,109: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 11:00:00,112: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[3e22a983-f587-4d1f-8924-1fb46d990ecd] succeeded in 0.04112962493672967s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 11:05:12,435: INFO/MainProcess] Task EuropGreenSolar.tasks.send_email_async[153327c1-44df-49b0-bbfa-9f603f7b29da] received
celery-worker_1  | [2025-10-15 11:05:12,437: WARNING/ForkPoolWorker-2] Envoi en arrière plan...
celery-worker_1  | [2025-10-15 11:05:12,444: INFO/MainProcess] Task EuropGreenSolar.tasks.send_email_async[5c65e5bd-d579-4a90-bef1-5ddc1a458ae9] received
celery-worker_1  | [2025-10-15 11:05:12,445: WARNING/ForkPoolWorker-1] Envoi en arrière plan...
celery-worker_1  | [2025-10-15 11:05:12,742: INFO/ForkPoolWorker-2] Task EuropGreenSolar.tasks.send_email_async[153327c1-44df-49b0-bbfa-9f603f7b29da] succeeded in 0.30586070427671075s: (True, 'Email envoyé via Mailgun')
celery-worker_1  | [2025-10-15 11:05:12,756: INFO/ForkPoolWorker-1] Task EuropGreenSolar.tasks.send_email_async[5c65e5bd-d579-4a90-bef1-5ddc1a458ae9] succeeded in 0.3113495619036257s: (True, 'Email envoyé via Mailgun')
celery-worker_1  | [2025-10-15 11:10:36,228: INFO/MainProcess] Task EuropGreenSolar.tasks.send_email_async[b8e5ecc7-bcbd-4fd0-94c2-cfd35e6b904e] received
celery-worker_1  | [2025-10-15 11:10:36,231: WARNING/ForkPoolWorker-2] Envoi en arrière plan...
celery-worker_1  | [2025-10-15 11:10:36,441: INFO/ForkPoolWorker-2] Task EuropGreenSolar.tasks.send_email_async[b8e5ecc7-bcbd-4fd0-94c2-cfd35e6b904e] succeeded in 0.21038362616673112s: (True, 'Email envoyé via Mailgun')
celery-worker_1  | [2025-10-15 11:15:00,014: INFO/MainProcess] Task planning.tasks.send_deadline_notification[350940a0-eb7d-44d9-8b76-dbcb3a48cfe7] received
celery-worker_1  | [2025-10-15 11:15:00,041: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 11:15:00,043: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[350940a0-eb7d-44d9-8b76-dbcb3a48cfe7] succeeded in 0.02771590230986476s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 11:15:57,491: INFO/MainProcess] Task EuropGreenSolar.tasks.send_email_async[52967133-0610-4433-b371-f4f456d9d102] received
celery-worker_1  | [2025-10-15 11:15:57,493: WARNING/ForkPoolWorker-2] Envoi en arrière plan...
celery-worker_1  | [2025-10-15 11:15:57,866: INFO/ForkPoolWorker-2] Task EuropGreenSolar.tasks.send_email_async[52967133-0610-4433-b371-f4f456d9d102] succeeded in 0.37347722006961703s: (True, 'Email envoyé via Mailgun')
celery-worker_1  | [2025-10-15 11:17:35,580: INFO/MainProcess] Task EuropGreenSolar.tasks.send_email_async[0a1e8717-f49f-4051-a7cf-71f19c784482] received
celery-worker_1  | [2025-10-15 11:17:35,585: WARNING/ForkPoolWorker-2] Envoi en arrière plan...
celery-worker_1  | [2025-10-15 11:17:35,974: INFO/ForkPoolWorker-2] Task EuropGreenSolar.tasks.send_email_async[0a1e8717-f49f-4051-a7cf-71f19c784482] succeeded in 0.3891549427062273s: (True, 'Email envoyé via Mailgun')
celery-worker_1  | [2025-10-15 11:30:00,021: INFO/MainProcess] Task planning.tasks.send_deadline_notification[3640c265-ce65-4942-9140-d07467dbdc62] received
celery-worker_1  | [2025-10-15 11:30:00,052: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[4746a720-e0b3-4e66-9198-1449a5f5ed43] received
celery-worker_1  | [2025-10-15 11:30:00,065: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 11:30:00,067: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[3640c265-ce65-4942-9140-d07467dbdc62] succeeded in 0.04375732783228159s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 11:30:00,094: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 11:30:00,096: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[4746a720-e0b3-4e66-9198-1449a5f5ed43] succeeded in 0.04099515825510025s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 11:45:00,019: INFO/MainProcess] Task planning.tasks.send_deadline_notification[5a61cf24-bea1-4cdf-b2ce-be8dee5424f1] received
celery-worker_1  | [2025-10-15 11:45:00,076: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 11:45:00,081: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[5a61cf24-bea1-4cdf-b2ce-be8dee5424f1] succeeded in 0.05977046489715576s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 12:00:00,019: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[9ea32ab4-5292-4aed-aa85-16d6ad7304c0] received
celery-worker_1  | [2025-10-15 12:00:00,046: INFO/MainProcess] Task planning.tasks.send_deadline_notification[27f41cbd-4e84-47b1-a935-b7392ab1adea] received
celery-worker_1  | [2025-10-15 12:00:00,054: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 12:00:00,056: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[9ea32ab4-5292-4aed-aa85-16d6ad7304c0] succeeded in 0.03522578300908208s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 12:00:00,090: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 12:00:00,092: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[27f41cbd-4e84-47b1-a935-b7392ab1adea] succeeded in 0.04486567387357354s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 12:15:00,016: INFO/MainProcess] Task planning.tasks.send_deadline_notification[40b37a00-7747-4808-b002-c5c5c5bbffe2] received
celery-worker_1  | [2025-10-15 12:15:00,058: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 12:15:00,062: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[40b37a00-7747-4808-b002-c5c5c5bbffe2] succeeded in 0.04359154496341944s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 12:30:00,020: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[6adb4e04-7004-4e1a-84b5-f59d62e29985] received
celery-worker_1  | [2025-10-15 12:30:00,052: INFO/MainProcess] Task planning.tasks.send_deadline_notification[20ed27a7-ab6f-4795-9554-4918f00fbad7] received
celery-worker_1  | [2025-10-15 12:30:00,064: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 12:30:00,073: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[6adb4e04-7004-4e1a-84b5-f59d62e29985] succeeded in 0.050613464787602425s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 12:30:00,097: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 12:30:00,099: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[20ed27a7-ab6f-4795-9554-4918f00fbad7] succeeded in 0.04609373910352588s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 12:45:00,034: INFO/MainProcess] Task planning.tasks.send_deadline_notification[38b690d2-6459-4280-9dcc-180cb1145542] received
celery-worker_1  | [2025-10-15 12:45:00,070: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 12:45:00,072: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[38b690d2-6459-4280-9dcc-180cb1145542] succeeded in 0.036256757099181414s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 13:00:00,046: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[0384a02b-c19c-4a3e-8d83-b32a1ded6ba8] received
celery-worker_1  | [2025-10-15 13:00:00,067: INFO/MainProcess] Task planning.tasks.send_deadline_notification[aa407495-6042-4f78-b799-187e543eb04d] received
celery-worker_1  | [2025-10-15 13:00:00,094: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 13:00:00,096: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[0384a02b-c19c-4a3e-8d83-b32a1ded6ba8] succeeded in 0.04922073520720005s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 13:00:00,110: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 13:00:00,114: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[aa407495-6042-4f78-b799-187e543eb04d] succeeded in 0.0444836039096117s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 13:15:00,018: INFO/MainProcess] Task planning.tasks.send_deadline_notification[4b1f5517-ec13-4c54-80b3-770edaea0cc9] received
celery-worker_1  | [2025-10-15 13:15:00,053: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 13:15:00,056: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[4b1f5517-ec13-4c54-80b3-770edaea0cc9] succeeded in 0.035782720893621445s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 13:30:00,017: INFO/MainProcess] Task planning.tasks.send_deadline_notification[ba82f12b-2cae-41a8-8121-6ffbe988f783] received
celery-worker_1  | [2025-10-15 13:30:00,052: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[035e71f7-1d15-4147-8cab-f839db48bf5b] received
celery-worker_1  | [2025-10-15 13:30:00,054: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 13:30:00,056: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[ba82f12b-2cae-41a8-8121-6ffbe988f783] succeeded in 0.03593678027391434s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 13:30:00,098: WARNING/ForkPoolWorker-1] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 13:30:00,100: INFO/ForkPoolWorker-1] Task planning.tasks.send_reminder_hours_before[035e71f7-1d15-4147-8cab-f839db48bf5b] succeeded in 0.04722110088914633s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 13:45:00,025: INFO/MainProcess] Task planning.tasks.send_deadline_notification[365ec832-079d-4145-92bc-fa17879238ea] received
celery-worker_1  | [2025-10-15 13:45:00,051: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 13:45:00,053: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[365ec832-079d-4145-92bc-fa17879238ea] succeeded in 0.026771999429911375s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 14:00:00,017: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[3a570765-09ca-4ef1-b7e0-e825671d0265] received
celery-worker_1  | [2025-10-15 14:00:00,048: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 14:00:00,052: INFO/MainProcess] Task planning.tasks.send_deadline_notification[bf30c67a-dfd5-4bae-be4f-9c2abaeecdd9] received
celery-worker_1  | [2025-10-15 14:00:00,055: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[3a570765-09ca-4ef1-b7e0-e825671d0265] succeeded in 0.03645683266222477s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 14:00:00,087: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 14:00:00,091: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[bf30c67a-dfd5-4bae-be4f-9c2abaeecdd9] succeeded in 0.03729641158133745s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 14:15:00,021: INFO/MainProcess] Task planning.tasks.send_deadline_notification[995b9564-ab93-42a5-8409-f51ff282821c] received
celery-worker_1  | [2025-10-15 14:15:00,051: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 14:15:00,053: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[995b9564-ab93-42a5-8409-f51ff282821c] succeeded in 0.031006244011223316s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 14:30:00,014: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[50e37ae2-9ca8-4d81-941f-c58838a7d3af] received
celery-worker_1  | [2025-10-15 14:30:00,044: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 14:30:00,046: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[50e37ae2-9ca8-4d81-941f-c58838a7d3af] succeeded in 0.02996964706107974s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 14:30:00,062: INFO/MainProcess] Task planning.tasks.send_deadline_notification[7f18ffde-5e86-4d2c-9734-30436907ecb7] received
celery-worker_1  | [2025-10-15 14:30:00,100: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 14:30:00,104: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[7f18ffde-5e86-4d2c-9734-30436907ecb7] succeeded in 0.03943636687472463s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 14:45:00,035: INFO/MainProcess] Task planning.tasks.send_deadline_notification[f92ce445-50e8-49c2-b402-051965bb0b27] received
celery-worker_1  | [2025-10-15 14:45:00,078: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 14:45:00,083: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[f92ce445-50e8-49c2-b402-051965bb0b27] succeeded in 0.046524069737643s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 15:00:00,029: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[6264f687-6be8-4c0a-a26e-13fc4ca0c749] received
celery-worker_1  | [2025-10-15 15:00:00,049: INFO/MainProcess] Task planning.tasks.send_deadline_notification[5f372c54-a6e6-4849-bfe4-0a63f183a7ff] received
celery-worker_1  | [2025-10-15 15:00:00,066: WARNING/ForkPoolWorker-2] [Rappel 3h] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 15:00:00,068: INFO/ForkPoolWorker-2] Task planning.tasks.send_reminder_hours_before[6264f687-6be8-4c0a-a26e-13fc4ca0c749] succeeded in 0.03716369718313217s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 15:00:00,093: WARNING/ForkPoolWorker-1] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 15:00:00,097: INFO/ForkPoolWorker-1] Task planning.tasks.send_deadline_notification[5f372c54-a6e6-4849-bfe4-0a63f183a7ff] succeeded in 0.04662269167602062s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 15:15:00,023: INFO/MainProcess] Task planning.tasks.send_deadline_notification[1e46b3b4-6192-495e-98bb-01570af77bf9] received
celery-worker_1  | [2025-10-15 15:15:00,052: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 15:15:00,055: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[1e46b3b4-6192-495e-98bb-01570af77bf9] succeeded in 0.030163379851728678s: {'sent': 0, 'failed': 0}
celery-worker_1  | [2025-10-15 15:30:00,024: INFO/MainProcess] Task planning.tasks.send_deadline_notification[064a97ef-d16e-4ea9-a014-967e915b85f5] received
celery-worker_1  | [2025-10-15 15:30:00,057: INFO/MainProcess] Task planning.tasks.send_reminder_hours_before[d119904b-9e34-487b-8381-44a888829570] received
celery-worker_1  | [2025-10-15 15:30:00,064: WARNING/ForkPoolWorker-2] [Notif échéance] Résumé: 0 envoyés, 0 échecs
celery-worker_1  | [2025-10-15 15:30:00,068: INFO/ForkPoolWorker-2] Task planning.tasks.send_deadline_notification[064a97ef-d16e-4ea9-a014-967e915b85f5] succeeded in 0.0417064493522048s: {'sent': 0, 'failed': 0}
